Journal Title,ISSN,ESSN,RoMEO Record ID,Updated
"Journal of Memory and Language",0749-596X,,30,2014-05-16
"Journal of Men's Health",1875-6867,,30,2014-05-16
"Journal of Men's Health and Gender",1571-8913,,30,2014-05-16
"Journal of Mental Health",0963-8237,1360-0567,348,2013-10-29
"Journal of Mental Health Policy and Economics",1091-4358,1099-176X,1499,2014-03-18
"Journal of Mental Health Research in Intellectual Disabilities",1931-5864,1931-5872,1139,2014-03-26
"Journal of Mental Health Training, Education and Practice",1755-6228,2042-8707,31,2014-09-16
"Journal of Metallurgy",1687-9465,1687-9473,100,2013-03-20
"Journal of Metamorphic Geology",0263-4929,1525-1314,2050,2014-08-28
"Journal of Metastable and Nanocrystalline Materials",1422-6375,,303,2013-08-12
"Journal of Micro and Nano-Manufacturing",2166-0468,2166-0476,116,2013-12-03
"Journal of Micro - Nano Mechatronics",1865-3928,1865-3936,74,2014-05-16
"Journal of Micro/Nanolithography, MEMS, and MOEMS",1932-5150,1932-5134,127,2012-10-03
"Journal of Microbial and Biochemical Technology",,1948-5948,672,2014-10-02
"Journal of Microbiological Methods",0167-7012,,30,2014-05-16
"Journal of Microbiology",1225-8873,1976-3794,74,2014-08-27
"Journal of Microbiology, Biotechnology and Food Sciences",1338-5178,,1311,2012-08-02
"Journal of Microbiology, Immunology and Infection",1684-1182,,30,2014-05-16
"Journal of Microcolumn Separations",1040-7685,1520-667X,1499,2014-03-18
"Journal of Microelectromechanical Systems",1057-7157,,38,2014-06-05
"Journal of Microencapsulation",0265-2048,1464-5246,348,2013-10-29
"Journal of Micrographics and Optical Technology",0958-9961,1878-6375,967,2011-05-11
"Journal of Micromechanics and Microengineering",0960-1317,1361-6439,1471,2014-06-03
"Journal of Micromechatronics",1389-2258,1568-5632,154,2014-08-18
"Journal of Micropalaeontology",0262-821X,2041-4978,33,2014-04-01
"Journal of Microscopy",0022-2720,1365-2818,2050,2014-08-28
"Journal of Mid-life Health",0976-7800,0976-7819,89,2014-08-26
"Journal of Middle East Women's Studies",1552-5864,1558-9579,305,2011-01-26
"Journal of Midwifery and Women's Health",1526-9523,1542-2011,580,2014-03-18
"Journal of Military Ethics",1502-7570,1502-7589,1140,2014-03-26
"Journal of Military History",0899-3718,1543-7795,591,2010-09-06
"Journal of Military Studies",2242-3524,1799-3350,1826,2014-03-31
"Journal of Mind and Behavior",0271-0137,,1840,2014-03-27
"Journal of Minerals and Materials Characterization and Engineering",2327-4077,2327-4085,1018,2013-11-15
"Journal of Minimal Access Surgery",0972-9941,1998-3921,89,2014-08-26
"Journal of Minimally Invasive Gynecology",1553-4650,,30,2014-05-16
"Journal of Mining Science",1062-7391,1573-8736,141,2010-09-23
"Journal of Mixed Methods Research",1558-6898,1558-6901,65,2013-03-11
"Journal of Modelling in Management",1746-5664,,31,2014-09-15
"Journal of Modern African Studies",0022-278X,1469-7777,2128,2014-10-07
"Journal of Modern Chinese History",1753-5654,1753-5662,1140,2014-03-26
"Journal of Modern Craft",1749-6772,1749-6780,261,2014-09-16
"Journal of Modern Dynamics",1930-5311,1930-532X,477,2014-10-02
"Journal of Modern Greek Studies",0738-1727,1086-3265,96,2014-02-03
"Journal of Modern History",0022-2801,1537-5358,77,2014-02-24
"Journal of Modern Italian Studies",1354-571X,1469-9583,1140,2014-03-26
"Journal of Modern Jewish Studies",1472-5886,1472-5894,1140,2014-03-26
"Journal of Modern Literature",0022-281X,1529-1464,305,2011-01-26
"Journal of Modern Management and Foresight",,2345-5314,1867,2014-09-18
"Journal of Modern Methods in Numerical Mathematics",,2090-4770,1173,2012-01-30
"Journal of Modern Optics",0950-0340,1362-3044,1141,2014-03-26
"Journal of Modern Periodical Studies",1947-6574,2152-9272,435,2011-05-18
"Journal of Modern Physics",2153-1196,2153-120X,1018,2013-11-15
"Journal of Modern Power Systems and Clean Energy",2196-5625,2196-5420,74,2014-09-23
"Journal of Modern Russian History and Historiography",1947-9956,2210-2388,154,2014-08-27
"Journal of Modern Transportation",2095-087X,2196-0577,74,2014-09-23
"Journal of Molecular and Cellular Cardiology",0022-2828,,30,2014-05-16
"Journal of Molecular and Engineering Materials",2251-2373,2251-2381,155,2014-10-29
"Journal of Molecular and Genetic Medicine",1747-0862,1747-0862,672,2014-10-02
"Journal of Molecular Biology",0022-2836,,30,2014-05-16
"Journal of Molecular Biology Research",1925-430X,1925-4318,914,2014-08-15
"Journal of Molecular Catalysis A: Chemical",1381-1169,,30,2014-05-16
"Journal of Molecular Catalysis B: Enzymatic",1381-1177,,30,2014-05-16
"Journal of Molecular Cell Biology",1674-2788,1759-4685,1476,2013-03-26
"Journal of Molecular Cloning and Genetic Recombination",,2325-9787,672,2014-10-09
"Journal of Molecular Diagnostics",1525-1578,,1590,2013-07-01
"Journal of Molecular Endocrinology",0952-5041,1479-6813,1540,2013-04-30
"Journal of Molecular Evolution",0022-2844,1432-1432,74,2014-05-16
"Journal of Molecular Graphics and Modelling",1093-3263,,30,2014-05-16
"Journal of Molecular Histology",1567-2379,1567-2387,74,2014-09-23
"Journal of Molecular Imaging and Dynamics",,2155-9937,672,2014-10-02
"Journal of Molecular Liquids",0167-7322,,30,2014-05-16
"Journal of Molecular Medicine",0946-2716,1432-1440,74,2014-09-23
"Journal of Molecular Microbiology and Biotechnology",1464-1801,1660-2412,242,2013-08-08
"Journal of Molecular Modeling",1610-2940,0948-5023,74,2014-09-23
"Journal of Molecular Neuroscience",0895-8696,1559-1166,319,2014-09-23
"Journal of Molecular Psychiatry",,2049-9256,22,2014-08-18
"Journal of Molecular Recognition",0952-3499,1099-1352,2050,2014-08-28
"Journal of Molecular Signaling",,1750-2187,22,2013-02-25
"Journal of Molecular Spectroscopy",0022-2852,,30,2014-05-16
"Journal of Molecular Structure",0022-2860,,30,2014-05-16
"Journal of Molecular Structure: THEOCHEM",0166-1280,,30,2014-05-16
"Journal of Molluscan Studies",0260-1230,1464-3766,1474,2013-03-26
"Journal of Monetary Economics",0304-3932,,30,2014-05-16
"Journal of Money, Credit and Banking",0022-2879,1538-4616,2052,2014-08-28
"Journal of Money, Investment and Banking",,1986-4094,654,2012-11-14
"Journal of Money Laundering Control",1368-5201,,31,2014-09-15
"Journal of Moral Education",0305-7240,1465-3877,1140,2014-03-26
"Journal of Moral Philosophy",1740-4681,1745-5243,154,2014-08-27
"Journal of Morphology",0362-2525,1097-4687,2050,2014-08-28
"Journal of Motor Behavior",0022-2895,1940-1027,1139,2014-03-26
"Journal of Motor Learning and Development",2325-3193,2325-2367,300,2014-08-01
"Journal of Mountain Science",1672-6316,1993-0321,74,2014-05-16
"Journal of Multi-Criteria Decision Analysis",1057-9214,1099-1360,2052,2014-08-28
"Journal of Multicultural Counseling and Development",,2161-1912,2052,2014-08-11
"Journal of Multicultural Discourses",1744-7143,1747-6615,1140,2014-03-26
"Journal of Multicultural, Gender and Minority Studies",1948-5751,,180,2010-09-27
"Journal of Multidisciplinary Healthcare",,1178-2390,407,2014-01-30
"Journal of Multilingual and Multicultural Development",0143-4632,1747-7557,1140,2014-03-26
"Journal of Multilingual Communication Disorders",1476-9670,1476-9689,348,2013-10-29
"Journal of Multinational Financial Management",1042-444X,,30,2014-05-16
"Journal of Multiple-Valued Logic and Soft Computing",1542-3980,1542-3999,503,2013-10-08
"Journal of Multiscale Modeling",1756-9737,1756-9745,155,2014-10-29
"Journal of Multivariate Analysis",0047-259X,,30,2014-05-16
"Journal of Muscle Foods",1046-0756,1745-4573,1499,2014-03-18
"Journal of Muscle Research and Cell Motility",0142-4319,1573-2657,74,2014-09-23
"Journal of Musculoskeletal Pain",1058-2452,1540-7012,348,2013-10-29
"Journal of Musculoskeletal Research",0218-9577,1793-6497,155,2014-10-29
"Journal of Music Teacher Education",1057-0837,1945-0079,65,2013-03-11
"Journal of Music, Technology and Education",1752-7066,,409,2013-03-13
"Journal of Music Theory",0022-2909,1941-7497,166,2014-07-11
"Journal of Musicological Research",0141-1896,1547-7304,1140,2014-03-26
"Journal of Musicology",0277-9269,1533-8347,107,2013-11-27
"Journal of Muslim Mental Health",1556-4908,1556-5009,1970,2014-06-10
"Journal of Muslim Minority Affairs",1360-2004,1469-9591,1140,2014-03-26
"Journal of Muslims in Europe",2211-792X,,154,2014-08-27
"Journal of Nanjing Medical University",1007-4376,,30,2014-05-16
"Journal of Nano Education",1936-7449,1936-7457,529,2010-12-15
"Journal of Nano Research",1662-5250,,303,2013-08-12
"Journal of Nanobiotechnology",,1477-3155,22,2013-02-25
"Journal of Nanoelectronics and Optoelectronics",1555-130X,1555-1318,529,2010-12-15
"Journal of Nanomaterials",1687-4110,1687-4129,100,2013-03-20
"Journal of Nanomechanics and Micromechanic",2153-5434,2153-5477,14,2014-07-09
"Journal of Nanomedicine and Biotherapeutic Discovery",,2155-983X,672,2014-10-02
"Journal of Nanomedicine and Nanotechnology",,2157-7439,672,2014-10-02
"Journal of Nanoneuroscience",1939-0637,1939-0653,529,2010-12-15
"Journal of Nanoparticle Research",1388-0764,1572-896X,74,2014-05-16
"Journal of Nanophotonics",,1934-2608,127,2012-10-03
"Journal of Nanoscience and Nanotechnology",1533-4880,1533-4899,529,2011-04-06
"Journal of Nanostructure in Chemistry",2193-8865,,948,2013-03-07
"Journal of Nanotechnology",1687-9503,1687-9511,100,2013-03-20
"Journal of Nanotechnology in Engineering and Medicine",1949-2944,1949-2952,116,2013-12-03
"Journal of National Accreditation Board for Hospitals and Healthcare Providers",2319-1880,,89,2014-08-26
"Journal of Natural Fibers",1544-0478,1544-046X,1141,2014-03-26
"Journal of Natural Gas Chemistry",1003-9953,,30,2014-05-16
"Journal of Natural Gas Science and Engineering",1875-5100,,30,2014-05-16
"Journal of Natural History",0022-2933,1464-5262,1141,2014-03-26
"Journal of Natural Medicines",1340-3443,1861-0293,74,2014-09-23
"Journal of Natural Pharmaceuticals",2229-5119,2229-7715,89,2014-08-26
"Journal of Natural Products",,0974-5211,1346,2012-09-21
"Journal of Natural Resources and Life Sciences Education",1059-9053,1539-1582,375,2012-12-11
"Journal of Natural Resources Policy Research",1939-0459,1939-0467,1139,2014-03-26
"Journal of Natural Science, Biology and Medicine",0976-9668,2229-7707,89,2014-08-26
"Journal of Nature Science and Sustainable Technology",,1933-0324,1800,2014-03-06
"Journal of Navigation",0373-4633,1469-7785,2127,2014-10-07
"Journal of Near-Death Studies",0891-4494,1573-3661,74,2014-05-16
"Journal of Near Eastern Studies",0022-2968,1545-6978,77,2014-02-24
"Journal of Near Infrared Spectroscopy",0967-0335,1751-6552,459,2013-02-14
"Journal of Negative Results in BioMedicine",,1477-5751,22,2013-02-25
"Journal of Neonatal Nursing",1355-1841,,30,2014-05-16
"Journal of Neonatal-Perinatal Medicine",1934-5798,,44,2013-05-14
"Journal of Neonatology",0973-2179,,44,2013-05-14
"Journal of Nephrology",1121-8428,1724-6059,74,2014-09-23
"Journal of Nephropathology",2251-8363,2251-8819,1753,2014-01-03
"Journal of Nervous and Mental Disease",0022-3018,1539-736X,48,2013-10-23
"Journal of Network and Computer Applications",1084-8045,,30,2014-05-16
"Journal of Network and Systems Management",1064-7570,1573-7705,74,2014-09-23
"Journal of Neural Engineering",1741-2560,1741-2552,1471,2014-06-03
"Journal of Neural Transmission",0300-9564,1435-1463,74,2014-09-23
"Journal of Neural Transmission: Parkinson's Disease and Dementia Section",0936-3076,,74,2014-05-16
"Journal of Neuro-Oncology",0167-594X,1573-7373,74,2014-09-23
"Journal of Neuro-Ophthalmology",1070-8022,1536-5166,48,2013-10-23
"Journal of Neurobiology",0022-3034,1097-4695,2053,2014-08-26
"Journal of Neurochemistry",0022-3042,1471-4159,2050,2014-08-28
"Journal of Neurocytology",0300-4864,1573-7381,74,2014-05-16
"Journal of Neurodegenerative Diseases",2090-858X,2090-8601,100,2013-03-20
"Journal of Neurodevelopmental Disorders",1866-1947,1866-1955,22,2014-09-23
"Journal of Neuroendocrinology",0953-8194,1365-2826,2050,2014-08-28
"Journal of NeuroEngineering and Rehabilitation",1743-0003,1743-0003,22,2013-02-25
"Journal of Neurogenetics",0167-7063,1563-5260,348,2013-10-29
"Journal of Neuroimaging",1051-2284,1552-6569,2050,2014-08-28
"Journal of Neuroimmune Pharmacology",1557-1890,1557-1904,74,2014-09-23
"Journal of Neuroimmunology",0165-5728,,30,2014-05-16
"Journal of Neuroinflammation",,1742-2094,22,2013-02-25
"Journal of NeuroInterventional Surgery",1759-8478,1759-8486,25,2013-10-28
"Journal of Neurolinguistics",0911-6044,,30,2014-05-16
"Journal of Neurologic Physical Therapy",1557-0576,1557-0584,48,2013-10-23
"Journal of Neurological Disorders and Stroke",,2334-2307,2077,2014-08-14
"Journal of Neurological Surgery Part A: Central European Neurosurgery",,1868-4912,366,2014-05-28
"Journal of Neurological Surgery Reports",,2193-6358,2107,2014-09-15
"Journal of Neurology",0340-5354,1432-1459,74,2014-09-23
"Journal of Neurology and Neuroscience",2171-6625,,260,2013-03-12
"Journal of Neurology and Translational Neuroscience",,2333-7087,2077,2014-08-14
"Journal of Neurology, Neurosurgery and Psychiatry",0022-3050,1468-330X,25,2013-10-28
"Journal of Neuromuscular Diseases",2214-3599,2214-3602,44,2014-09-25
"Journal of Neuropathology and Experimental Neurology",0022-3069,,48,2013-10-23
"Journal of Neurophysiology",0022-3077,1522-1598,1388,2012-11-19
"Journal of Neuropsychiatry and Clinical Neurosciences",0895-0172,,373,2011-01-06
"Journal of Neuropsychology",1748-6645,1748-6653,2052,2014-08-28
"Journal of Neuroradiology",0150-9861,,265,2013-08-06
"Journal of Neurorestoratology",,2324-2426,407,2014-01-30
"Journal of Neuroscience",,1529-2401,206,2014-09-18
"Journal of Neuroscience Methods",0165-0270,,30,2014-05-16
"Journal of Neuroscience Nursing",0888-0395,1945-2810,48,2013-10-23
"Journal of Neuroscience, Psychology, and Economics",1937-321X,2151-318X,12,2012-03-06
"Journal of Neuroscience Research",0360-4012,1097-4547,2050,2014-08-28
"Journal of Neurosciences in Rural Practice",0976-3147,0976-3155,89,2014-08-26
"Journal of Neurosurgery",0022-3085,1933-0693,324,2010-08-24
"Journal of Neurosurgery: Pediatrics",1933-0707,1933-0715,324,2010-08-24
"Journal of Neurosurgery: Spine",1547-5654,1547-5646,324,2010-08-24
"Journal of Neurosurgical Anesthesiology",0898-4921,1537-1921,48,2013-10-23
"Journal of Neurotherapy",1087-4208,1530-017X,193,2014-03-26
"Journal of Neurotrauma",0897-7151,1557-9042,50,2010-11-19
"Journal of NeuroVirology",,1538-2443,348,2014-09-23
"Journal of Neurovirology (JNV)",1355-0284,1538-2443,348,2013-10-29
"Journal of Neutron Research",1023-8166,1477-2655,44,2013-09-11
"Journal of New Approaches in Educational Research",,2254-7339,1341,2012-10-17
"Journal of New Frontiers in Spatial Concepts",,1868-6648,345,2010-09-08
"Journal of New Music Research",0929-8215,1744-5027,1140,2014-03-26
"Journal of New Seeds",1522-886X,1522-9025,76,2014-03-26
"Journal of Nietzsche Studies",0968-8005,1538-4594,435,2010-10-19
"Journal of Non-Crystalline Solids",0022-3093,,30,2014-05-16
"Journal of Non-Equilibrium Thermodynamics",0340-0204,1437-4358,414,2014-04-01
"Journal of Non-Newtonian Fluid Mechanics",0377-0257,,30,2014-05-16
"Journal of Noncommutative Geometry",1661-6952,1661-6960,478,2010-08-05
"Journal of Nondestructive Evaluation",0195-9298,1573-4862,74,2014-09-24
"Journal of Nonlinear Mathematical Physics",1402-9251,1776-0852,1141,2014-03-26
"Journal of Nonlinear Optical Physics and Materials",0218-8635,1793-6624,155,2014-10-29
"Journal of Nonlinear Science",0938-8974,1432-1467,74,2014-09-24
"Journal of Nonparametric Statistics",1048-5252,1029-0311,325,2010-07-30
"Journal of Nonprofit and Public Sector Marketing",1049-5142,1540-6997,1140,2014-03-26
"Journal of Nonverbal Behavior",0191-5886,1573-3653,74,2014-09-24
"Journal of North African Studies",1362-9387,1743-9345,193,2014-03-26
"Journal of Northeast Agricultural University (English edition)",1006-8104,,30,2014-05-16
"Journal of Northern Studies",1654-5915,,1920,2014-05-29
"Journal of Nuclear Cardiology",1071-3581,1532-6551,74,2014-09-24
"Journal of Nuclear Energy and Power Generation Technologies",,2157-7447,672,2014-10-02
"Journal of Nuclear Energy Science and Power Generation Technology",,2325-9809,672,2014-10-09
"Journal of Nuclear Materials",0022-3115,,30,2014-05-16
"Journal of Nuclear Medicine",0161-5505,2159-662X,1265,2013-01-24
"Journal of Nuclear Medicine and Radiation Therapy",,2155-9619,672,2014-10-02
